measure,comparison,comparison_name,spec,beta,p,n_group_a,n_group_b,role,paired,age_cap,roi_set,drop_word
distinctiveness,5,A = LH ctrl        B = RH-intact pt  [crossed],cont  |LI| z>2.33,0.39928404230426223,0.4497100579884023,36,12,supplemental,False,23.0,primary_strict,False
distinctiveness,5,A = LH ctrl        B = RH-intact pt  [crossed],rank  word>face>object=house,0.04659363720728622,0.38392321535692864,36,12,supplemental,False,23.0,primary_strict,False
distinctiveness,5,A = LH ctrl        B = RH-intact pt  [crossed],sign  LI toward lost side z>2.33,-0.03750942524936951,0.8714257148570286,36,12,supplemental,False,23.0,primary_strict,False
distinctiveness,5,A = LH ctrl        B = RH-intact pt  [crossed],"sign  LI toward lost side, thr-free",-0.03739232489375344,0.8386322735452909,36,12,supplemental,False,23.0,primary_strict,False
distinctiveness,6,A = LH ctrl        B = RH ctrl       [paired],binA  word+face | house+object,0.21563514016946428,0.0003999200159968006,36,36,supplemental,True,23.0,primary_strict,False
distinctiveness,6,A = LH ctrl        B = RH ctrl       [paired],binB  word | face+house+object,0.28314902299045674,0.0011997600479904018,36,36,supplemental,True,23.0,primary_strict,False
distinctiveness,6,A = LH ctrl        B = RH ctrl       [paired],binC  word+face+house | object,0.13897334557406749,0.002999400119976005,36,36,supplemental,True,23.0,primary_strict,False
distinctiveness,6,A = LH ctrl        B = RH ctrl       [paired],cont  |LI| z>1.96,0.5615182513248749,0.0027994401119776045,36,36,supplemental,True,23.0,primary_strict,False
distinctiveness,6,A = LH ctrl        B = RH ctrl       [paired],cont  |LI| z>2.33,0.5139177352489387,0.003199360127974405,36,36,supplemental,True,23.0,primary_strict,False
distinctiveness,6,A = LH ctrl        B = RH ctrl       [paired],rank  word>face>object=house,0.04511763047799755,0.003799240151969606,36,36,supplemental,True,23.0,primary_strict,False
distinctiveness,6,A = LH ctrl        B = RH ctrl       [paired],sign  LI toward lost side z>2.33,-0.3027509835117661,0.08738252349530094,36,36,supplemental,True,23.0,primary_strict,False
distinctiveness,6,A = LH ctrl        B = RH ctrl       [paired],"sign  LI toward lost side, thr-free",-0.21327407535644705,0.1275744851029794,36,36,supplemental,True,23.0,primary_strict,False
geometry,1,A = LH ctrl        B = LH-intact pt,binA  word+face | house+object,0.060763132737614994,0.6072785442911418,36,12,primary,False,23.0,primary_strict,False
geometry,1,A = LH ctrl        B = LH-intact pt,binB  word | face+house+object,-0.1109825895407121,0.33033393321335736,36,12,primary,False,23.0,primary_strict,False
geometry,1,A = LH ctrl        B = LH-intact pt,binC  word+face+house | object,-0.06940897502893775,0.48310337932413516,36,12,primary,False,23.0,primary_strict,False
geometry,1,A = LH ctrl        B = LH-intact pt,cont  |LI| z>1.96,-0.0758663844821347,0.886622675464907,36,12,primary,False,23.0,primary_strict,False
geometry,1,A = LH ctrl        B = LH-intact pt,cont  |LI| z>2.33,-0.09296218692758255,0.8542291541691661,36,12,primary,False,23.0,primary_strict,False
geometry,1,A = LH ctrl        B = LH-intact pt,rank  word>face>object=house,0.0017572793224190364,0.9706058788242351,36,12,primary,False,23.0,primary_strict,False
geometry,1,A = LH ctrl        B = LH-intact pt,sign  LI toward lost side z>2.33,0.2115782869374606,0.34853029394121177,36,12,primary,False,23.0,primary_strict,False
geometry,1,A = LH ctrl        B = LH-intact pt,"sign  LI toward lost side, thr-free",0.16604906532240016,0.35432913417316536,36,12,primary,False,23.0,primary_strict,False
geometry,2,A = RH ctrl        B = RH-intact pt,binA  word+face | house+object,-0.17617494260059463,0.07538492301539693,36,12,primary,False,23.0,primary_strict,False
