stage,measure,comparison,comparison_name,role,paired,spec,roi,pair,model,factor,beta,chi2,df,p,q_fdr,cohen_d,diff,n_a,n_b,converged,age_cap,roi_set,drop_word,age_beta,age_p,surg_beta,surg_p,group_var,n_obs,warn,formula,higher_group
roi,geometry,2,A = RH ctrl        B = RH-intact pt,primary,False,,object_LOC,face-object,,,,,,0.8221177882211779,0.822117788221178,0.0755285289343301,0.0338148426862767,36,12,,23.0,primary_strict,,,,,,,,,,B
roi,geometry,2,A = RH ctrl        B = RH-intact pt,primary,False,,object_LOC,face-word,,,,,,0.2696730326967303,0.5431456854314568,0.3702404066748456,0.1647789992840286,36,12,,23.0,primary_strict,,,,,,,,,,B
roi,geometry,2,A = RH ctrl        B = RH-intact pt,primary,False,,object_LOC,house-object,,,,,,0.7292270772922708,0.822117788221178,0.116382673890376,0.0649529755970534,36,12,,23.0,primary_strict,,,,,,,,,,B
roi,geometry,2,A = RH ctrl        B = RH-intact pt,primary,False,,object_LOC,house-word,,,,,,0.5376462353764624,0.8064693530646936,0.208739380884755,0.0991289174368277,36,12,,23.0,primary_strict,,,,,,,,,,B
roi,geometry,2,A = RH ctrl        B = RH-intact pt,primary,False,,object_LOC,object-word,,,,,,0.2715728427157284,0.5431456854314568,-0.3664515615758401,-0.2040141604546514,36,12,,23.0,primary_strict,,,,,,,,,,A
roi,geometry,2,A = RH ctrl        B = RH-intact pt,primary,False,,house_PPA_strict,OMNIBUS (6 pairs),,,,,,0.0390960903909609,,,0.3076020550280997,36,12,,23.0,primary_strict,,,,,,,,,,B
roi,geometry,2,A = RH ctrl        B = RH-intact pt,primary,False,,house_PPA_strict,face-house,,,,,,0.1446855314468553,0.2893710628937106,-0.4931151290388924,-0.1974058553484385,36,12,,23.0,primary_strict,,,,,,,,,,A
roi,geometry,2,A = RH ctrl        B = RH-intact pt,primary,False,,house_PPA_strict,face-object,,,,,,0.8944105589441056,0.8944105589441055,0.0451796817327048,0.0194559534545983,36,12,,23.0,primary_strict,,,,,,,,,,B
roi,geometry,2,A = RH ctrl        B = RH-intact pt,primary,False,,house_PPA_strict,face-word,,,,,,0.7963203679632037,0.8944105589441055,0.0884499799393815,0.0391818647070658,36,12,,23.0,primary_strict,,,,,,,,,,B
roi,geometry,2,A = RH ctrl        B = RH-intact pt,primary,False,,house_PPA_strict,house-object,,,,,,0.4134586541345865,0.6201879812018798,0.2727276097648468,0.1135094245526309,36,12,,23.0,primary_strict,,,,,,,,,,B
roi,geometry,2,A = RH ctrl        B = RH-intact pt,primary,False,,house_PPA_strict,house-word,,,,,,0.0078992100789921,0.0473952604739526,-0.939685680834342,-0.4178475992068557,36,12,,23.0,primary_strict,,,,,,,,,,A
roi,geometry,2,A = RH ctrl        B = RH-intact pt,primary,False,,house_PPA_strict,object-word,,,,,,0.0394960503949605,0.1184881511848815,-0.7083209762969054,-0.2814928507623208,36,12,,23.0,primary_strict,,,,,,,,,,A
roi,geometry,2,A = RH ctrl        B = RH-intact pt,primary,False,,face_FFA,OMNIBUS (6 pairs),,,,,,0.0067993200679932,,,0.5372366582738127,36,12,,23.0,primary_strict,,,,,,,,,,B
roi,geometry,2,A = RH ctrl        B = RH-intact pt,primary,False,,face_FFA,face-house,,,,,,0.2601739826017398,0.3902609739026098,0.3794217570498944,0.1633244732425333,36,12,,23.0,primary_strict,,,,,,,,,,B
roi,geometry,2,A = RH ctrl        B = RH-intact pt,primary,False,,face_FFA,face-object,,,,,,0.5256474352564744,0.5256474352564744,-0.2115321144043144,-0.0809985125319573,36,12,,23.0,primary_strict,,,,,,,,,,A
roi,geometry,2,A = RH ctrl        B = RH-intact pt,primary,False,,face_FFA,face-word,,,,,,9.999000099990002e-05,0.0005999400059994,-1.4658580455378112,-0.5782950687039999,36,12,,23.0,primary_strict,,,,,,,,,,A
roi,geometry,2,A = RH ctrl        B = RH-intact pt,primary,False,,face_FFA,house-object,,,,,,0.2076792320767923,0.3902609739026098,0.4230961876911227,0.1936438649220835,36,12,,23.0,primary_strict,,,,,,,,,,B
roi,geometry,2,A = RH ctrl        B = RH-intact pt,primary,False,,face_FFA,house-word,,,,,,0.4866513348665133,0.5256474352564744,-0.2342481812411719,-0.1061376147745536,36,12,,23.0,primary_strict,,,,,,,,,,A
roi,geometry,2,A = RH ctrl        B = RH-intact pt,primary,False,,face_FFA,object-word,,,,,,0.0190980901909809,0.0572942705729427,-0.79851789087222,-0.3475811984301141,36,12,,23.0,primary_strict,,,,,,,,,,A
roi,geometry,2,A = RH ctrl        B = RH-intact pt,primary,False,,word_VWFA,OMNIBUS (6 pairs),,,,,,0.0114988501149885,,,0.6642780905877588,36,12,,23.0,primary_strict,,,,,,,,,,B
roi,geometry,2,A = RH ctrl        B = RH-intact pt,primary,False,,word_VWFA,face-house,,,,,,0.241975802419758,0.483951604839516,-0.3938925720191441,-0.2015966911829136,36,12,,23.0,primary_strict,,,,,,,,,,A
roi,geometry,2,A = RH ctrl        B = RH-intact pt,primary,False,,word_VWFA,face-object,,,,,,0.36996300369963,0.5549445055494451,0.2967278103284694,0.1223257467227639,36,12,,23.0,primary_strict,,,,,,,,,,B
roi,geometry,2,A = RH ctrl        B = RH-intact pt,primary,False,,word_VWFA,face-word,,,,,,0.78992100789921,0.7899210078992102,-0.0869914679454719,-0.0344934854888361,36,12,,23.0,primary_strict,,,,,,,,,,A
roi,geometry,2,A = RH ctrl        B = RH-intact pt,primary,False,,word_VWFA,house-object,,,,,,0.6376362363763624,0.7651634836516348,-0.1559419479066835,-0.0762341848711344,36,12,,23.0,primary_strict,,,,,,,,,,A
roi,geometry,2,A = RH ctrl        B = RH-intact pt,primary,False,,word_VWFA,house-word,,,,,,0.000999900009999,0.005999400059994,-1.1868489521244654,-0.6420347662818479,36,12,,23.0,primary_strict,,,,,,,,,,A
roi,geometry,2,A = RH ctrl        B = RH-intact pt,primary,False,,word_VWFA,object-word,,,,,,0.010998900109989,0.032996700329967,-0.8877525095905758,-0.435273688363834,36,12,,23.0,primary_strict,,,,,,,,,,A
roi,geometry,3,A = LH-intact pt   B = RH-intact pt,primary,False,,object_LOC,OMNIBUS (6 pairs),,,,,,0.5525447455254474,,,0.1474035572456912,12,12,,23.0,primary_strict,,,,,,,,,,B
roi,geometry,3,A = LH-intact pt   B = RH-intact pt,primary,False,,object_LOC,face-house,,,,,,0.8812118788121188,0.8812118788121189,0.064208633163368,0.0326004397385383,12,12,,23.0,primary_strict,,,,,,,,,,B
roi,geometry,3,A = LH-intact pt   B = RH-intact pt,primary,False,,object_LOC,face-object,,,,,,0.1997800219978002,0.8435156484351565,-0.5442353872166036,-0.2490685140902002,12,12,,23.0,primary_strict,,,,,,,,,,A
roi,geometry,3,A = LH-intact pt   B = RH-intact pt,primary,False,,object_LOC,face-word,,,,,,0.7831216878312168,0.8812118788121189,-0.1163392782567519,-0.0506059784786757,12,12,,23.0,primary_strict,,,,,,,,,,A
roi,geometry,3,A = LH-intact pt   B = RH-intact pt,primary,False,,object_LOC,house-object,,,,,,0.5698430156984302,0.8812118788121189,-0.2367627351822073,-0.1214238357081891,12,12,,23.0,primary_strict,,,,,,,,,,A
roi,geometry,3,A = LH-intact pt   B = RH-intact pt,primary,False,,object_LOC,house-word,,,,,,0.7741225877412259,0.8812118788121189,-0.118645447554042,-0.0525056628715877,12,12,,23.0,primary_strict,,,,,,,,,,A
roi,geometry,3,A = LH-intact pt   B = RH-intact pt,primary,False,,object_LOC,object-word,,,,,,0.2811718828117188,0.8435156484351565,-0.4488937837403813,-0.2534641716179755,12,12,,23.0,primary_strict,,,,,,,,,,A
roi,geometry,3,A = LH-intact pt   B = RH-intact pt,primary,False,,house_PPA_strict,OMNIBUS (6 pairs),,,,,,0.6788321167883211,,,0.1233090510620129,12,12,,23.0,primary_strict,,,,,,,,,,B
roi,geometry,3,A = LH-intact pt   B = RH-intact pt,primary,False,,house_PPA_strict,face-house,,,,,,0.1600839916008399,0.9605039496050396,-0.6028972499403744,-0.2923452414342114,12,12,,23.0,primary_strict,,,,,,,,,,A
roi,geometry,3,A = LH-intact pt   B = RH-intact pt,primary,False,,house_PPA_strict,face-object,,,,,,0.3294670532946705,0.9804019598040196,-0.4001755558697027,-0.1592500080173984,12,12,,23.0,primary_strict,,,,,,,,,,A
roi,geometry,3,A = LH-intact pt   B = RH-intact pt,primary,False,,house_PPA_strict,face-word,,,,,,0.9804019598040196,0.9804019598040196,0.0110139579588313,0.0048411385957058,12,12,,23.0,primary_strict,,,,,,,,,,B
roi,geometry,3,A = LH-intact pt   B = RH-intact pt,primary,False,,house_PPA_strict,house-object,,,,,,0.9757024297570244,0.9804019598040196,-0.0128548211020011,-0.0056118870040473,12,12,,23.0,primary_strict,,,,,,,,,,A
roi,geometry,3,A = LH-intact pt   B = RH-intact pt,primary,False,,house_PPA_strict,house-word,,,,,,0.7814218578142186,0.9804019598040196,-0.1134977401255012,-0.0648617060729599,12,12,,23.0,primary_strict,,,,,,,,,,A
roi,geometry,3,A = LH-intact pt   B = RH-intact pt,primary,False,,house_PPA_strict,object-word,,,,,,0.5831416858314169,0.9804019598040196,-0.2228115077543996,-0.0906684895975443,12,12,,23.0,primary_strict,,,,,,,,,,A
roi,geometry,3,A = LH-intact pt   B = RH-intact pt,primary,False,,face_FFA,OMNIBUS (6 pairs),,,,,,0.1132886711328867,,,0.4374938367578048,12,12,,23.0,primary_strict,,,,,,,,,,B
roi,geometry,3,A = LH-intact pt   B = RH-intact pt,primary,False,,face_FFA,face-house,,,,,,0.9026097390260974,0.9026097390260976,0.0529309450563346,0.020189315696393,12,12,,23.0,primary_strict,,,,,,,,,,B
roi,geometry,3,A = LH-intact pt   B = RH-intact pt,primary,False,,face_FFA,face-object,,,,,,0.1550844915508449,0.4652534746525347,-0.6073714160692752,-0.2541166448468379,12,12,,23.0,primary_strict,,,,,,,,,,A
roi,geometry,3,A = LH-intact pt   B = RH-intact pt,primary,False,,face_FFA,face-word,,,,,,0.0025997400259974,0.0155984401559844,-1.4244834978287226,-0.5794139919879409,12,12,,23.0,primary_strict,,,,,,,,,,A
roi,geometry,3,A = LH-intact pt   B = RH-intact pt,primary,False,,face_FFA,house-object,,,,,,0.6495350464953504,0.7850814918508149,-0.1831073919055088,-0.0938128518705064,12,12,,23.0,primary_strict,,,,,,,,,,A
roi,geometry,3,A = LH-intact pt   B = RH-intact pt,primary,False,,face_FFA,house-word,,,,,,0.6542345765423457,0.7850814918508149,0.1901438322710384,0.0959893166833258,12,12,,23.0,primary_strict,,,,,,,,,,B
roi,geometry,3,A = LH-intact pt   B = RH-intact pt,primary,False,,face_FFA,object-word,,,,,,0.5406459354064593,0.7850814918508149,-0.2502674328960625,-0.1370240303614343,12,12,,23.0,primary_strict,,,,,,,,,,A
roi,geometry,3,A = LH-intact pt   B = RH-intact pt,primary,False,,word_VWFA,OMNIBUS (6 pairs),,,,,,0.1613838616138386,,,0.3534282254561171,12,12,,23.0,primary_strict,,,,,,,,,,B
roi,geometry,3,A = LH-intact pt   B = RH-intact pt,primary,False,,word_VWFA,face-house,,,,,,0.0581941805819418,0.3491650834916508,-0.8185140169271915,-0.2924648797020158,12,12,,23.0,primary_strict,,,,,,,,,,A
roi,geometry,3,A = LH-intact pt   B = RH-intact pt,primary,False,,word_VWFA,face-object,,,,,,0.4515548445155484,0.4804519548045196,-0.3089278914428464,-0.1545721475829584,12,12,,23.0,primary_strict,,,,,,,,,,A
roi,geometry,3,A = LH-intact pt   B = RH-intact pt,primary,False,,word_VWFA,face-word,,,,,,0.4804519548045195,0.4804519548045196,0.2882363240575323,0.1180282620763292,12,12,,23.0,primary_strict,,,,,,,,,,B
roi,geometry,3,A = LH-intact pt   B = RH-intact pt,primary,False,,word_VWFA,house-object,,,,,,0.1835816418358164,0.3671632836716328,-0.5566207890554091,-0.267722438351056,12,12,,23.0,primary_strict,,,,,,,,,,A
roi,geometry,3,A = LH-intact pt   B = RH-intact pt,primary,False,,word_VWFA,house-word,,,,,,0.3062693730626937,0.4594040595940406,-0.4181345797841819,-0.1866198669816226,12,12,,23.0,primary_strict,,,,,,,,,,A
roi,geometry,3,A = LH-intact pt   B = RH-intact pt,primary,False,,word_VWFA,object-word,,,,,,0.1352864713528647,0.3671632836716328,-0.6281066967504044,-0.351521011307948,12,12,,23.0,primary_strict,,,,,,,,,,A
roi,geometry,4,A = RH ctrl        B = LH-intact pt  [crossed],supplemental,False,,object_LOC,OMNIBUS (6 pairs),,,,,,0.1544845515448455,,,0.2784811232695348,36,12,,23.0,primary_strict,,,,,,,,,,B
roi,geometry,4,A = RH ctrl        B = LH-intact pt  [crossed],supplemental,False,,object_LOC,face-house,,,,,,0.0381961803819618,0.2042795720427957,0.7172697741095903,0.3031382122743591,36,12,,23.0,primary_strict,,,,,,,,,,B
roi,geometry,4,A = RH ctrl        B = LH-intact pt  [crossed],supplemental,False,,object_LOC,face-object,,,,,,0.0680931906809319,0.2042795720427957,0.6289879637157362,0.282883356776477,36,12,,23.0,primary_strict,,,,,,,,,,B
roi,geometry,4,A = RH ctrl        B = LH-intact pt  [crossed],supplemental,False,,object_LOC,face-word,,,,,,0.1640835916408359,0.3281671832816718,0.4781118652841233,0.2153849777627043,36,12,,23.0,primary_strict,,,,,,,,,,B
roi,geometry,4,A = RH ctrl        B = LH-intact pt  [crossed],supplemental,False,,object_LOC,house-object,,,,,,0.3265673432656734,0.3918808119188081,0.3327677333716679,0.1863768113052426,36,12,,23.0,primary_strict,,,,,,,,,,B
roi,geometry,4,A = RH ctrl        B = LH-intact pt  [crossed],supplemental,False,,object_LOC,house-word,,,,,,0.3173682631736826,0.3918808119188081,0.3361744998725525,0.1516345803084154,36,12,,23.0,primary_strict,,,,,,,,,,B
roi,geometry,4,A = RH ctrl        B = LH-intact pt  [crossed],supplemental,False,,object_LOC,object-word,,,,,,0.7972202779722027,0.7972202779722027,0.0871230740910398,0.049450011163324,36,12,,23.0,primary_strict,,,,,,,,,,B
roi,geometry,4,A = RH ctrl        B = LH-intact pt  [crossed],supplemental,False,,house_PPA_strict,OMNIBUS (6 pairs),,,,,,0.1564843515648435,,,0.2173314575982921,36,12,,23.0,primary_strict,,,,,,,,,,B
roi,geometry,4,A = RH ctrl        B = LH-intact pt  [crossed],supplemental,False,,house_PPA_strict,face-house,,,,,,0.522047795220478,0.6264573542645735,0.2119295157174556,0.0949393860857729,36,12,,23.0,primary_strict,,,,,,,,,,B
roi,geometry,4,A = RH ctrl        B = LH-intact pt  [crossed],supplemental,False,,house_PPA_strict,face-object,,,,,,0.2217778222177782,0.4435556444355564,0.4157081638767428,0.1787059614719968,36,12,,23.0,primary_strict,,,,,,,,,,B
roi,geometry,4,A = RH ctrl        B = LH-intact pt  [crossed],supplemental,False,,house_PPA_strict,face-word,,,,,,0.8277172282771723,0.8277172282771724,0.0726886427087057,0.0343407261113599,36,12,,23.0,primary_strict,,,,,,,,,,B
roi,geometry,4,A = RH ctrl        B = LH-intact pt  [crossed],supplemental,False,,house_PPA_strict,house-object,,,,,,0.3834616538346165,0.5751924807519249,0.2876876294278142,0.1191213115566782,36,12,,23.0,primary_strict,,,,,,,,,,B
roi,geometry,4,A = RH ctrl        B = LH-intact pt  [crossed],supplemental,False,,house_PPA_strict,house-word,,,,,,0.0291970802919708,0.1751824817518248,-0.7478507726877024,-0.3529858931338958,36,12,,23.0,primary_strict,,,,,,,,,,A
roi,geometry,4,A = RH ctrl        B = LH-intact pt  [crossed],supplemental,False,,house_PPA_strict,object-word,,,,,,0.1742825717428257,0.4435556444355564,-0.4598290037931046,-0.1908243611647764,36,12,,23.0,primary_strict,,,,,,,,,,A
roi,geometry,4,A = RH ctrl        B = LH-intact pt  [crossed],supplemental,False,,face_FFA,OMNIBUS (6 pairs),,,,,,0.1238876112388761,,,0.2182797945261221,36,12,,23.0,primary_strict,,,,,,,,,,B
roi,geometry,4,A = RH ctrl        B = LH-intact pt  [crossed],supplemental,False,,face_FFA,face-house,,,,,,0.3023697630236976,0.3628437156284371,0.3468968943567185,0.1431351575461402,36,12,,23.0,primary_strict,,,,,,,,,,B
roi,geometry,4,A = RH ctrl        B = LH-intact pt  [crossed],supplemental,False,,face_FFA,face-object,,,,,,0.1637836216378362,0.2456754324567543,0.4651793196279283,0.1731181323148805,36,12,,23.0,primary_strict,,,,,,,,,,B
roi,geometry,4,A = RH ctrl        B = LH-intact pt  [crossed],supplemental,False,,face_FFA,face-word,,,,,,0.993900609939006,0.993900609939006,0.0028672869337569,0.0011189232839409,36,12,,23.0,primary_strict,,,,,,,,,,B
roi,geometry,4,A = RH ctrl        B = LH-intact pt  [crossed],supplemental,False,,face_FFA,house-object,,,,,,0.06999300069993,0.2456754324567543,0.6259611712776159,0.28745671679259,36,12,,23.0,primary_strict,,,,,,,,,,B
roi,geometry,4,A = RH ctrl        B = LH-intact pt  [crossed],supplemental,False,,face_FFA,house-word,,,,,,0.1514848515148485,0.2456754324567543,-0.4871739563502491,-0.2021269314578794,36,12,,23.0,primary_strict,,,,,,,,,,A
roi,geometry,4,A = RH ctrl        B = LH-intact pt  [crossed],supplemental,False,,face_FFA,object-word,,,,,,0.1496850314968503,0.2456754324567543,-0.4896814496665095,-0.2105571680686798,36,12,,23.0,primary_strict,,,,,,,,,,A
roi,geometry,4,A = RH ctrl        B = LH-intact pt  [crossed],supplemental,False,,word_VWFA,OMNIBUS (6 pairs),,,,,,0.0873912608739126,,,0.3592773476754707,36,12,,23.0,primary_strict,,,,,,,,,,B
roi,geometry,4,A = RH ctrl        B = LH-intact pt  [crossed],supplemental,False,,word_VWFA,face-house,,,,,,0.5920407959204079,0.6124387561243876,0.1819126188955537,0.0908681885191021,36,12,,23.0,primary_strict,,,,,,,,,,B
roi,geometry,4,A = RH ctrl        B = LH-intact pt  [crossed],supplemental,False,,word_VWFA,face-object,,,,,,0.0525947405259474,0.1577842215778422,0.6466348668968787,0.2768978943057224,36,12,,23.0,primary_strict,,,,,,,,,,B
roi,geometry,4,A = RH ctrl        B = LH-intact pt  [crossed],supplemental,False,,word_VWFA,face-word,,,,,,0.3054694530546945,0.4582041795820418,-0.3468505531046933,-0.1525217475651653,36,12,,23.0,primary_strict,,,,,,,,,,A
roi,geometry,4,A = RH ctrl        B = LH-intact pt  [crossed],supplemental,False,,word_VWFA,house-object,,,,,,0.2548745125487451,0.4582041795820418,0.3896265183790895,0.1914882534799216,36,12,,23.0,primary_strict,,,,,,,,,,B
roi,geometry,4,A = RH ctrl        B = LH-intact pt  [crossed],supplemental,False,,word_VWFA,house-word,,,,,,0.0218978102189781,0.1313868613138686,-0.7979744352417956,-0.4554148993002253,36,12,,23.0,primary_strict,,,,,,,,,,A
roi,geometry,4,A = RH ctrl        B = LH-intact pt  [crossed],supplemental,False,,word_VWFA,object-word,,,,,,0.6124387561243876,0.6124387561243876,-0.1693770234029369,-0.083752677055886,36,12,,23.0,primary_strict,,,,,,,,,,A
roi,geometry,5,A = LH ctrl        B = RH-intact pt  [crossed],supplemental,False,,object_LOC,OMNIBUS (6 pairs),,,,,,0.1318868113188681,,,0.2004321468136541,36,12,,23.0,primary_strict,,,,,,,,,,B
roi,geometry,5,A = LH ctrl        B = RH-intact pt  [crossed],supplemental,False,,object_LOC,face-house,,,,,,0.013998600139986,0.083991600839916,0.841132515033428,0.2915857605356394,36,12,,23.0,primary_strict,,,,,,,,,,B
roi,geometry,5,A = LH ctrl        B = RH-intact pt  [crossed],supplemental,False,,object_LOC,face-object,,,,,,0.0747925207479252,0.2243775622437756,-0.6148312009654379,-0.2703688621014303,36,12,,23.0,primary_strict,,,,,,,,,,A
roi,geometry,5,A = LH ctrl        B = RH-intact pt  [crossed],supplemental,False,,object_LOC,face-word,,,,,,0.527047295270473,0.6324567543245676,0.2117619028377449,0.0848206650329047,36,12,,23.0,primary_strict,,,,,,,,,,B
roi,geometry,5,A = LH ctrl        B = RH-intact pt  [crossed],supplemental,False,,object_LOC,house-object,,,,,,0.4812518748125187,0.6324567543245676,-0.2351297926756621,-0.0944356478406325,36,12,,23.0,primary_strict,,,,,,,,,,A
roi,geometry,5,A = LH ctrl        B = RH-intact pt  [crossed],supplemental,False,,object_LOC,house-word,,,,,,0.6791320867913209,0.6791320867913209,0.1344640522949162,0.0542138439680737,36,12,,23.0,primary_strict,,,,,,,,,,B
roi,geometry,5,A = LH ctrl        B = RH-intact pt  [crossed],supplemental,False,,object_LOC,object-word,,,,,,0.3132686731326867,0.6265373462653735,-0.3356339701562025,-0.1525083335263544,36,12,,23.0,primary_strict,,,,,,,,,,A
roi,geometry,5,A = LH ctrl        B = RH-intact pt  [crossed],supplemental,False,,house_PPA_strict,OMNIBUS (6 pairs),,,,,,0.1102889711028897,,,0.1990014842626826,36,12,,23.0,primary_strict,,,,,,,,,,B
roi,geometry,5,A = LH ctrl        B = RH-intact pt  [crossed],supplemental,False,,house_PPA_strict,face-house,,,,,,0.0190980901909809,0.1145885411458854,-0.7908340164580149,-0.3003379882722202,36,12,,23.0,primary_strict,,,,,,,,,,A
roi,geometry,5,A = LH ctrl        B = RH-intact pt  [crossed],supplemental,False,,house_PPA_strict,face-object,,,,,,0.7495250474952505,0.8994300569943006,-0.104432006057463,-0.0403613378759147,36,12,,23.0,primary_strict,,,,,,,,,,A
roi,geometry,5,A = LH ctrl        B = RH-intact pt  [crossed],supplemental,False,,house_PPA_strict,face-word,,,,,,0.1272872712728727,0.2545745425457454,0.5143412786703205,0.2219226026405844,36,12,,23.0,primary_strict,,,,,,,,,,B
roi,geometry,5,A = LH ctrl        B = RH-intact pt  [crossed],supplemental,False,,house_PPA_strict,house-object,,,,,,0.964003599640036,0.964003599640036,-0.014965879641404,-0.0069317788602019,36,12,,23.0,primary_strict,,,,,,,,,,A
roi,geometry,5,A = LH ctrl        B = RH-intact pt  [crossed],supplemental,False,,house_PPA_strict,house-word,,,,,,0.0861913808619138,0.2545745425457454,-0.5758947004399766,-0.2356060173032135,36,12,,23.0,primary_strict,,,,,,,,,,A
roi,geometry,5,A = LH ctrl        B = RH-intact pt  [crossed],supplemental,False,,house_PPA_strict,object-word,,,,,,0.6555344465553444,0.8994300569943006,-0.1479003115020055,-0.0485968410261926,36,12,,23.0,primary_strict,,,,,,,,,,A
roi,geometry,5,A = LH ctrl        B = RH-intact pt  [crossed],supplemental,False,,face_FFA,OMNIBUS (6 pairs),,,,,,0.4168583141685831,,,0.1073360922546475,36,12,,23.0,primary_strict,,,,,,,,,,B
roi,geometry,5,A = LH ctrl        B = RH-intact pt  [crossed],supplemental,False,,face_FFA,face-house,,,,,,0.3024697530246975,0.7512748725127487,0.3470626418333722,0.1490334590642438,36,12,,23.0,primary_strict,,,,,,,,,,B
roi,geometry,5,A = LH ctrl        B = RH-intact pt  [crossed],supplemental,False,,face_FFA,face-object,,,,,,0.8322167783221678,0.8322167783221678,-0.0688439804061194,-0.024151717178283,36,12,,23.0,primary_strict,,,,,,,,,,A
roi,geometry,5,A = LH ctrl        B = RH-intact pt  [crossed],supplemental,False,,face_FFA,face-word,,,,,,0.0430956904309569,0.2585741425857414,-0.6936384243958436,-0.2389381240240309,36,12,,23.0,primary_strict,,,,,,,,,,A
roi,geometry,5,A = LH ctrl        B = RH-intact pt  [crossed],supplemental,False,,face_FFA,house-object,,,,,,0.5008499150084992,0.7512748725127487,0.2241016244828226,0.1127463748342829,36,12,,23.0,primary_strict,,,,,,,,,,B
roi,geometry,5,A = LH ctrl        B = RH-intact pt  [crossed],supplemental,False,,face_FFA,house-word,,,,,,0.823017698230177,0.8322167783221678,-0.0738702061701796,-0.0362990208859957,36,12,,23.0,primary_strict,,,,,,,,,,A
roi,geometry,5,A = LH ctrl        B = RH-intact pt  [crossed],supplemental,False,,face_FFA,object-word,,,,,,0.3945605439456054,0.7512748725127487,-0.288321730555818,-0.115849142524476,36,12,,23.0,primary_strict,,,,,,,,,,A
roi,geometry,5,A = LH ctrl        B = RH-intact pt  [crossed],supplemental,False,,word_VWFA,OMNIBUS (6 pairs),,,,,,0.3947605239476052,,,0.1412856047690411,36,12,,23.0,primary_strict,,,,,,,,,,B
roi,geometry,5,A = LH ctrl        B = RH-intact pt  [crossed],supplemental,False,,word_VWFA,face-house,,,,,,0.3783621637836216,0.7567243275672433,-0.2981754165187293,-0.1467073342905451,36,12,,23.0,primary_strict,,,,,,,,,,A
roi,geometry,5,A = LH ctrl        B = RH-intact pt  [crossed],supplemental,False,,word_VWFA,face-object,,,,,,0.947005299470053,0.9712028797120288,0.0219334243765836,0.0090655970918536,36,12,,23.0,primary_strict,,,,,,,,,,B
roi,geometry,5,A = LH ctrl        B = RH-intact pt  [crossed],supplemental,False,,word_VWFA,face-word,,,,,,0.1803819618038196,0.5411458854114589,0.4523623596500838,0.1617626097435696,36,12,,23.0,primary_strict,,,,,,,,,,B
roi,geometry,5,A = LH ctrl        B = RH-intact pt  [crossed],supplemental,False,,word_VWFA,house-object,,,,,,0.9712028797120288,0.9712028797120288,-0.0115052887321527,-0.0062841688300865,36,12,,23.0,primary_strict,,,,,,,,,,A
roi,geometry,5,A = LH ctrl        B = RH-intact pt  [crossed],supplemental,False,,word_VWFA,house-word,,,,,,0.0896910308969103,0.5381461853814619,-0.5811019777004688,-0.283342955207491,36,12,,23.0,primary_strict,,,,,,,,,,A
roi,geometry,5,A = LH ctrl        B = RH-intact pt  [crossed],supplemental,False,,word_VWFA,object-word,,,,,,0.5076492350764924,0.7614738526147387,-0.22006864726438,-0.114849966604792,36,12,,23.0,primary_strict,,,,,,,,,,A
roi,geometry,6,A = LH ctrl        B = RH ctrl       [paired],supplemental,True,,object_LOC,OMNIBUS (6 pairs),,,,,,0.1041895810418958,,,0.1309454866140236,36,36,,23.0,primary_strict,,,,,,,,,,B
roi,geometry,6,A = LH ctrl        B = RH ctrl       [paired],supplemental,True,,object_LOC,face-house,,,,,,0.514048595140486,0.6606339366063394,-0.1072455046747292,-0.044152891477258,36,36,,23.0,primary_strict,,,,,,,,,,A
roi,geometry,6,A = LH ctrl        B = RH ctrl       [paired],supplemental,True,,object_LOC,face-object,,,,,,0.002999700029997,0.017998200179982,-0.5303498614120907,-0.3041837047877069,36,36,,23.0,primary_strict,,,,,,,,,,A
roi,geometry,6,A = LH ctrl        B = RH ctrl       [paired],supplemental,True,,object_LOC,face-word,,,,,,0.484951504849515,0.6606339366063394,-0.1190161039327444,-0.0799583342511239,36,36,,23.0,primary_strict,,,,,,,,,,A
roi,geometry,6,A = LH ctrl        B = RH ctrl       [paired],supplemental,True,,object_LOC,house-object,,,,,,0.1360863913608639,0.4082591740825917,-0.2538851568806433,-0.159388623437686,36,36,,23.0,primary_strict,,,,,,,,,,A
roi,geometry,6,A = LH ctrl        B = RH ctrl       [paired],supplemental,True,,object_LOC,house-word,,,,,,0.6157384261573843,0.6606339366063394,-0.0824795267604612,-0.044915073468754,36,36,,23.0,primary_strict,,,,,,,,,,A
roi,geometry,6,A = LH ctrl        B = RH ctrl       [paired],supplemental,True,,object_LOC,object-word,,,,,,0.6606339366063394,0.6606339366063394,0.0725726716840357,0.0515058269282972,36,36,,23.0,primary_strict,,,,,,,,,,B
roi,geometry,6,A = LH ctrl        B = RH ctrl       [paired],supplemental,True,,house_PPA_strict,OMNIBUS (6 pairs),,,,,,0.0076992300769923,,,0.1495259386361294,36,36,,23.0,primary_strict,,,,,,,,,,B
roi,geometry,6,A = LH ctrl        B = RH ctrl       [paired],supplemental,True,,house_PPA_strict,face-house,,,,,,0.2186781321867813,0.2624137586241375,-0.2059351034294849,-0.1029321329237816,36,36,,23.0,primary_strict,,,,,,,,,,A
